30;39200;77200;0
90;39000;77200;0
220;39000;77200;0
280;38900;77200;0
340;38800;77200;0
460;38700;77200;0
520;38600;77300;0
580;38600;77300;0
700;38500;77300;0
770;38400;77300;0
830;38300;77300;0
950;38300;77300;0
1010;38100;77300;0
1080;38100;77300;0
1140;38000;77400;0
1200;38000;77400;0
1330;37900;77400;0
1390;37800;77400;0
1460;37700;77400;0
1520;37600;77400;0
1580;37600;77400;0
1650;37500;77400;0
1710;37500;77500;0
1770;37400;77500;0
1840;37300;77500;0
1900;37300;77500;0
1970;37200;77500;0
2030;37100;77500;0
2090;37100;77500;0
2160;37000;77500;0
2220;36900;77500;0
2290;36900;77600;0
2350;36800;77600;0
2420;36800;77600;0
2480;36700;77600;0
2550;36600;77600;0
2610;36600;77600;0
2750;36500;77600;0
2810;36400;77600;0
2940;36300;77700;0
3010;36200;77700;0
3140;36100;77700;0
3210;36000;77700;0
3270;35900;77700;0
3410;35800;77700;0
3470;35700;77800;0
3540;35700;77800;0
3610;35600;77800;0
3670;35500;77800;0
3740;35500;77800;0
3810;35400;77800;0
3880;35300;77800;0
4010;35300;77800;0
4080;35100;77900;0
4150;35100;77900;0
4210;35000;77900;0
4280;34900;77900;0
4350;34900;77900;0
4420;34800;77900;0
4490;34700;77900;0
4620;34700;78000;0
4690;34500;78000;0
4830;34500;78000;0
4900;34300;78000;0
5040;34200;78000;0
5110;34100;78000;0
5180;34000;78100;0
5250;34000;78100;0
5320;33900;78100;0
5380;33800;78100;0
5520;33800;78100;0
5590;33600;78100;0
5660;33600;78100;0
5800;33500;78200;0
5870;33400;78200;0
6020;33300;78200;0
6090;33100;78200;0
6160;33100;78200;0
6300;33000;78200;0
6370;32900;78300;0
6440;32800;78300;0
6510;32700;78300;0
6650;32700;78300;0
6720;32500;78300;0
6870;32500;78300;0
6940;32300;78400;0
7010;32200;78400;0
7150;32200;78400;0
7230;32000;78400;0
7370;32000;78400;0
7440;31800;78500;0
7590;31700;78500;0
7660;31600;78500;0
7730;31500;78500;0
7880;31500;78500;0
7950;31300;78600;0
8100;31200;78600;0
8170;31100;78600;0
8320;31000;78600;0
8390;30900;78600;0
8460;30800;78600;0
8540;30700;78700;0
8680;30700;78700;0
8760;30500;78700;0
8830;30500;78700;0
8980;30400;78700;0
9050;30200;78700;0
9200;30200;78800;0
9270;30000;78800;0
9350;29900;78800;0
9420;29900;78800;0
9570;29800;78800;0
9640;29700;78900;0
9790;29600;78900;0
9860;29400;78900;0
9940;29400;78900;0
10010;29300;78900;0
10090;29200;78900;0
10160;29100;78900;0
10240;29100;79000;0
10310;29000;79000;0
10460;28900;79000;0
10530;28800;79000;0
10610;28700;79000;0
10760;28600;79000;0
10830;28500;79100;0
10910;28400;79100;0
10980;28300;79100;0
11130;28300;79100;0
11210;28100;79100;0
11280;28000;79100;0
11430;28000;79200;0
11510;27800;79200;0
11580;27700;79200;0
11730;27700;79200;0
11810;27500;79200;0
11890;27400;79200;0
12040;27400;79300;0
12110;27200;79300;0
12260;27100;79300;0
12340;27000;79300;0
12410;26900;79300;0
12570;26800;79300;0
12640;26700;79400;0
12790;26600;79400;0
12870;26500;79400;0
12950;26400;79400;0
13100;26300;79400;0
13170;26200;79500;0
13250;26100;79500;0
13330;26000;79500;0
13480;25900;79500;0
13560;25800;79500;0
13710;25700;79500;0
13780;25600;79500;0
13940;25500;79600;0
14010;25300;79600;0
14090;25300;79600;0
14170;25200;79600;0
14240;25100;79600;0
14320;25000;79600;0
14470;25000;79600;0
14550;24800;79700;0
14630;24700;79700;0
14780;24700;79700;0
14860;24500;79700;0
14930;24400;79700;0
15010;24400;79700;0
15090;24300;79800;0
15240;24200;79800;0
15320;24100;79800;0
15390;24000;79800;0
15550;23900;79800;0
15630;23800;79800;0
15700;23700;79900;0
15860;23600;79900;0
15930;23500;79900;0
16010;23400;79900;0
16170;23300;79900;0
16240;23100;79900;0
16400;23100;80000;0
16470;22900;80000;0
16550;22800;80000;0
16710;22800;80000;0
16780;22600;80000;0
16860;22500;80000;0
17020;22500;80100;0
17090;22300;80100;0
17250;22200;80100;0
17330;22100;80100;0
17400;22000;80100;0
17480;21900;80100;0
17640;21800;80200;0
17720;21700;80200;0
17790;21600;80200;0
17950;21500;80200;0
18030;21400;80200;0
18100;21300;80200;0
18180;21200;80300;0
18340;21200;80300;0
18420;21000;80300;0
18570;20900;80300;0
18650;20800;80300;0
18730;20700;80300;0
18880;20600;80400;0
18960;20500;80400;0
19040;20400;80400;0
19200;20300;80400;0
19270;20200;80400;0
19430;20100;80400;0
19510;19900;80500;0
19590;19800;80500;0
19740;19800;80500;0
19820;19600;80500;0
19980;19500;80500;0
20060;19400;80600;0
20220;19300;80600;0
20290;19100;80600;0
20370;19100;80600;0
20530;19000;80600;0
20610;18800;80600;0
20690;18800;80700;0
20760;18700;80700;0
20840;18600;80700;0
20920;18500;80700;0
21000;18500;80700;0
21080;18400;80700;0
21240;18300;80700;0
21320;18100;80800;0
21470;18100;80800;0
21550;17900;80800;0
21630;17800;80800;0
21790;17800;80800;0
21870;17600;80900;0
21950;17500;80900;0
22030;17400;80900;0
22180;17400;80900;0
22260;17200;80900;0
22340;17100;80900;0
22500;17100;80900;0
22580;16900;81000;0
22660;16800;81000;0
22740;16700;81000;0
22820;16700;81000;0
22900;16600;81000;0
23050;16500;81000;0
23130;16300;81100;0
23290;16300;81100;0
23370;16100;81100;0
23530;16000;81100;0
23610;15900;81100;0
23690;15800;81100;0
23850;15700;81200;0
23930;15600;81200;0
24080;15500;81200;0
24160;15300;81200;0
24240;15300;81200;0
24320;15200;81200;0
24480;15100;81300;0
24560;14900;81300;0
24640;14900;81300;0
24800;14800;81300;0
24880;14600;81300;0
24960;14500;81300;0
25120;14500;81400;0
25200;14300;81400;0
25360;14200;81400;0
25440;14100;81400;0
25600;14000;81400;0
25670;13800;81500;0
25750;13800;81500;0
25910;13700;81500;0
25990;13500;81500;0
26150;13400;81500;0
26230;13300;81500;0
26390;13200;81600;0
26470;13100;81600;0
26550;13000;81600;0
26630;12900;81600;0
26790;12800;81600;0
26870;12700;81600;0
26950;12600;81600;0
27110;12500;81700;0
27190;12300;81700;0
27270;12300;81700;0
27430;12200;81700;0
27510;12000;81700;0
27590;11900;81700;0
27750;11900;81800;0
27830;11700;81800;0
27910;11600;81800;0
27990;11600;81800;0
28150;11500;81800;0
28230;11300;81800;0
28310;11200;81900;0
28470;11200;81900;0
28550;11000;81900;0
28710;10900;81900;0
28790;10800;81900;0
